Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-646.704	-754.8529	108.149	1.686834	1.25961	0.262164	0.737836	0.8330898
6	-642.7881	-751.1671	108.379	1.582252	0.7646496	0.345122	0.654878	1.202085
12	-634.8327	-743.5176	108.6848	1.942086	0.5754203	0.345122	0.654878	0.7816162
18	-640.9938	-749.0222	108.0283	1.879549	1.288546	0.257388	0.742612	0.692784
24	-644.8044	-753.1769	108.3725	2.017539	0.7652496	0.355757	0.644243	0.7543935
30	-647.8229	-755.8027	107.9797	1.724786	1.30386	0.441608	0.558392	0.941616
36	-642.2224	-750.0475	107.8251	1.723693	1.205645	0.441608	0.558392	1.168977
42	-643.8672	-750.9542	107.087	2.554465	1.484069	0.262679	0.737321	0.2604295
48	-641.1647	-749.0129	107.8482	2.55405	0.7251648	0.332209	0.667791	0.2830433
54	-637.0328	-745.7238	108.691	1.831233	0.4256727	0.31932	0.68068	1.152174
60	-638.7166	-746.7689	108.0523	1.619764	0.9623122	0.420559	0.579441	1.25944
66	-640.1857	-748.7525	108.5668	1.763112	0.7207779	0.188875	0.811125	0.9009365
72	-642.133	-750.6888	108.5558	2.061467	0.5769058	0.365902	0.634098	0.7918021
78	-646.3728	-754.7576	108.3848	1.997005	0.776375	0.334579	0.665421	0.7464577
84	-646.2476	-754.7029	108.4553	1.827651	0.8120027	0.433405	0.566595	0.8244149
90	-633.8604	-741.7786	107.9182	1.667813	1.239805	0.360545	0.639455	1.109678
96	-647.9988	-756.1654	108.1666	1.667813	0.7005915	0.315706	0.684294	1.371926
102	-638.5615	-746.4889	107.9274	1.26791	0.6837222	0.372271	0.627729	1.852769
108	-642.2321	-750.491	108.2589	1.181332	0.6717632	0.372271	0.627729	1.693246
114	-647.3626	-755.7989	108.4363	1.991171	0.7883444	0.378692	0.621308	0.6378447
120	-641.7519	-750.2032	108.4513	2.03727	0.6418455	0.392426	0.607574	0.8374474
126	-640.9193	-749.4769	108.5575	1.870664	0.7716937	0.457003	0.542997	0.6780288
132	-646.0643	-754.2969	108.2327	1.793963	1.119773	0.457003	0.542997	0.7393069
138	-647.9902	-755.9914	108.0012	1.684976	0.63924	0.370629	0.629371	1.547493
144	-643.6371	-751.8117	108.1745	1.665808	0.9808069	0.46409	0.53591	1.096659
150	-639.0051	-747.303	108.2979	1.542383	0.9808069	0.306416	0.693584	1.096659
156	-642.0694	-749.6415	107.5721	1.310242	1.12111	0.329271	0.670729	1.73836
162	-648.53	-756.0797	107.5496	1.504437	0.6498774	0.302545	0.697455	1.979202
168	-652.778	-760.2592	107.4812	1.226571	0.6927523	0.401573	0.598427	2.169486
174	-638.4282	-747.1478	108.7196	1.980523	0.5225341	0.336631	0.663369	0.7934739
180	-627.5195	-736.1815	108.662	1.765857	0.6229462	0.30478	0.69522	0.9374287
186	-629.8956	-738.4502	108.5546	1.959734	0.6229462	0.364573	0.635427	0.8383778
192	-630.2746	-739.1675	108.8929	1.947658	0.4935911	0.364573	0.635427	0.6374618
198	-632.7327	-741.0961	108.3635	2.136768	0.7291808	0.251277	0.748723	0.6374618
204	-641.4338	-749.3205	107.8867	2.096643	1.231373	0.404324	0.595676	0.6374618
210	-635.2568	-743.9403	108.6835	2.006437	0.6035407	0.364851	0.635149	0.5815345
216	-646.1387	-754.2237	108.085	2.006437	1.140108	0.452669	0.547331	0.5471549
222	-647.2374	-755.8776	108.6402	1.826279	0.5789535	0.34071	0.65929	0.9641422
228	-641.1512	-749.3029	108.1518	1.57015	1.198253	0.387206	0.612794	1.015068
234	-654.6318	-762.6809	108.0491	2.139892	1.021523	0.1969	0.8031	0.6024992
240	-641.8017	-750.5772	108.7755	1.599795	0.4321871	0.406554	0.593446	1.267285
246	-649.5284	-757.7247	108.1963	1.78799	0.9016787	0.393129	0.606871	1.039164
252	-646.0598	-754.7303	108.6705	1.852681	0.578068	0.326253	0.673747	0.9044581
258	-635.0472	-743.3022	108.255	1.85965	0.9018609	0.373882	0.626118	0.9044581
264	-646.5813	-754.1513	107.57	1.85965	0.9018609	0.496877	0.503123	1.499866
270	-639.4186	-747.9671	108.5485	1.618655	0.7565506	0.518156	0.481844	1.023826
276	-646.0914	-754.2056	108.1142	1.793078	0.9907253	0.253794	0.746206	1.023826
282	-637.6872	-745.9656	108.2784	1.595348	0.8375419	0.209795	0.790205	1.203409
288	-639.5892	-747.2813	107.6921	1.684535	1.186711	0.295032	0.704968	1.326612
294	-633.1843	-741.7684	108.5841	1.903978	0.6780623	0.378801	0.621199	0.7732572
300	-635.1708	-743.7535	108.5827	2.053135	0.4547943	0.262089	0.737911	0.9964744
306	-635.1083	-743.7296	108.6213	1.833383	0.5656801	0.320019	0.679981	0.9964744
312	-637.3596	-745.9645	108.6048	1.639744	0.7168827	0.19691	0.80309	0.9964744
318	-646.8555	-755.0925	108.2371	1.879124	0.9553248	0.249385	0.750615	0.8361983
324	-644.0458	-752.1225	108.0767	1.767262	1.060426	0.298499	0.701501	1.018804
330	-637.1327	-745.2387	108.1059	1.811309	0.919208	0.257169	0.742831	1.084767
336	-640.6047	-749.0398	108.4352	1.900033	0.8492281	0.29756	0.70244	0.6823446
342	-655.4537	-763.7908	108.337	1.822397	0.3957541	0.306859	0.693141	1.49072
348	-651.3025	-758.642	107.3396	1.594444	1.472729	0.248052	0.751948	1.49072
354	-651.4828	-759.3042	107.8214	1.600529	1.096396	0.412118	0.587882	1.355629
360	-645.5012	-754.1057	108.6045	1.69202	0.5863204	0.534482	0.465518	1.117404
366	-652.4241	-760.9988	108.5748	1.682877	0.5536793	0.24148	0.75852	1.195031
372	-659.6259	-767.7969	108.1711	1.682877	1.137155	0.469888	0.530112	0.9353134
378	-654.4646	-763.4021	108.9375	1.779389	0.4424124	0.349263	0.650737	0.9353134
384	-648.5546	-756.57	108.0154	1.17332	0.5324956	0.328458	0.671542	2.004695
390	-645.6999	-753.4557	107.7558	1.336457	0.5260979	0.247797	0.752203	2.075274
396	-645.8839	-753.6522	107.7682	1.138541	0.7164947	0.407186	0.592814	2.018579
402	-639.8909	-747.5483	107.6574	1.196391	0.8555345	0.513061	0.486939	1.942621
408	-645.9343	-753.3864	107.452	1.263335	0.80189	0.260083	0.739917	2.075865
414	-640.5567	-749.0291	108.4724	1.537231	0.7293621	0.395084	0.604916	1.198144
420	-645.8413	-754.2061	108.3648	1.576185	0.7293621	0.47172	0.52828	1.256094
426	-649.1788	-758.2731	109.0943	1.607823	0.4834118	0.348658	0.651342	0.8717151
432	-656.9508	-764.7486	107.7977	1.873609	1.396106	0.435721	0.564279	0.8974569
438	-637.7657	-746.0507	108.285	1.999818	0.9138441	0.237514	0.762486	0.6399997
444	-642.2172	-750.9503	108.7331	1.833196	0.587494	0.521678	0.478322	0.8374389
450	-655.7176	-764.0841	108.3665	2.084556	0.7871162	0.349177	0.650823	0.5741397
456	-654.0488	-761.902	107.8532	2.131715	1.261625	0.380938	0.619062	0.5509653
462	-652.4321	-760.032	107.5999	2.165403	1.548863	0.351903	0.648097	0.4680568
468	-648.701	-756.6517	107.9507	2.158144	1.108602	0.210101	0.789899	0.5935087
474	-648.823	-756.8534	108.0305	1.993252	1.221347	0.388668	0.611332	0.5108823
480	-644.3334	-753.0294	108.696	1.913195	0.6170296	0.21344	0.78656	0.7168421
486	-641.9139	-749.8831	107.9692	1.815142	1.259691	0.325611	0.674389	0.8941351
492	-646.6942	-755.0818	108.3876	1.861751	0.7551971	0.315328	0.684672	0.9419034
498	-646.5754	-754.8562	108.2808	1.695917	0.80263	0.242011	0.757989	1.149028
504	-649.697	-757.4887	107.7917	1.556247	0.80263	0.285232	0.714768	1.641876
510	-650.0817	-758.4272	108.3456	1.853123	0.913511	0.403046	0.596954	0.7859946
516	-643.9811	-752.0293	108.0482	1.940816	1.193366	0.291051	0.708949	0.6923328
522	-651.4203	-759.5721	108.1518	1.977005	1.063869	0.397226	0.602774	0.6500821
528	-645.2344	-753.3514	108.1171	1.905687	1.058896	0.397226	0.602774	0.8240964
534	-641.6501	-749.5769	107.9267	1.986001	1.345813	0.398596	0.601404	0.5664447
540	-643.9446	-751.7005	107.7559	2.286717	1.199789	0.398025	0.601975	0.4976234
